name,domain,homepage_url,github_repo,ecosystem,package,repo_url,category,subcategory,description,license,accepted,fetched_at
Ratify,ratify.dev,https://ratify.dev/,deislabs/ratify,,,https://github.com/deislabs/ratify,Projects,All,A verification engine on Kubernetes which enables verification of artifact security metadata and admits for deployment only those that comply with policies you create.,Apache-2.0,2024-08-23,2026-06-29T23:07:34+00:00
rawtoaces,github.com,https://github.com/AcademySoftwareFoundation/rawtoaces,AcademySoftwareFoundation/rawtoaces,,,https://github.com/AcademySoftwareFoundation/rawtoaces,Projects,All,"The rawtoaces project seeks to provide a reliable and extensible software framework for the conversion of digital camera RAW files to a high dynamic range scene referred format, along with establishin",Apache-2.0,2021-12-03,2026-06-29T23:07:34+00:00
Ray,ray.io,https://www.ray.io/,ray-project/ray,,,https://github.com/ray-project/ray,Projects,All,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.,Apache-2.0,2025-10-13,2026-06-29T23:07:34+00:00
React Foundation,react.foundation,https://react.foundation/,,,,,Projects,All,"The React Foundation supports the React project, established as React a Series of LF Projects, LLC.",TBD / NA,2026-02-24,2026-06-29T23:07:34+00:00
Reactive Streams,reactive.foundation,https://reactive.foundation/,reactive-streams/reactive-streams-jvm,,,https://github.com/reactive-streams/reactive-streams-jvm,Projects,All,The purpose of Reactive Streams is to provide a standard for asynchronous stream processing with non-blocking backpressure.,,2020-12-01,2026-06-29T23:07:34+00:00
Real Time Data Ingestion Platform (RTDIP),rtdip.io,https://www.rtdip.io/,rtdip/core,,,https://github.com/rtdip/core,Projects,All,"An open source, scalable platform designed to provide easy and secure access to high-volume, historical, and real-time process data from diverse sources for analytics, engineering, and data science ap",Other,2024-06-04,2026-06-29T23:07:34+00:00
Real-Time Linux (RTL),wiki.linuxfoundation.org,https://wiki.linuxfoundation.org/realtime/start,Lembed/RealTime-Linux,,,https://github.com/Lembed/RealTime-Linux,Projects,All,"The Real Time Linux collaborative project was established to help coordinate the efforts around mainlining Preempt RT and ensuring that the maintainers have the ability to continue development work, l",,2015-10-05,2026-06-29T23:07:34+00:00
Reference Architecture for Containerized Environments (RA2),wiki.anuket.io,https://wiki.anuket.io/x/_QgB,,,,,Projects,All,"Containerization involves bundling an application together with all of its related configuration files, libraries and dependencies required for it to run in an efficient and bug-free way across differ",,2019-08-19,2026-06-29T23:07:34+00:00
Reference Architecture for Virtualized Environments (RA1),wiki.anuket.io,https://wiki.anuket.io/x/9wgB,wso2/reference-architecture,,,https://github.com/wso2/reference-architecture,Projects,All,The Reference Architecture for Virtualised Cloud Infrastructure (RA1) specifies an OpenStack based Infrastructure-as-a-Service (IaaS) cloud architecture.,,2019-08-19,2026-06-29T23:07:34+00:00
Reference Conformance for Containerized Environments (RC2),wiki.anuket.io,https://wiki.anuket.io/x/AgkB,,,,,Projects,All,,,2019-08-19,2026-06-29T23:07:34+00:00
Reference Conformance for Virtualized Environments (RC1),wiki.anuket.io,https://wiki.anuket.io/x/AAkB,,,,,Projects,All,,,2019-08-19,2026-06-29T23:07:34+00:00
Reference Implementation for Containerized Environments (RI2),wiki.anuket.io,https://wiki.anuket.io/x/-QgB,,,,,Projects,All,,,2019-08-19,2026-06-29T23:07:34+00:00
Reference Implementation for Virtualized Environments (RI1),wiki.anuket.io,https://wiki.anuket.io/x/_wgB,,,,,Projects,All,,,2019-08-19,2026-06-29T23:07:34+00:00
Reference Model (RM),wiki.anuket.io,https://wiki.anuket.io/x/DQkB,openEHR/specifications-RM,,,https://github.com/openEHR/specifications-RM,Projects,All,,,2019-08-19,2026-06-29T23:07:34+00:00
Regulation Innovation Special Interest Group,github.com,https://github.com/finos/open-regtech-sig,finos/open-regtech-sig,,,https://github.com/finos/open-regtech-sig,Projects,All,Community of people interested in creating open source solutions for regulatory and compliance issues in financial services.,,2020-10-21,2026-06-29T23:07:34+00:00
Releng,wiki.anuket.io,https://wiki.anuket.io/x/lAkB,,,,,Projects,All,"The Release Engineering project provides automation, tooling and software infrastructure support for OPNFV projects to achieve E2E automation in order to make sure all repeating/day to day activities ",,2016-03-24,2026-06-29T23:07:34+00:00
RelEng/Autorelease,wiki.opendaylight.org,https://wiki.opendaylight.org/pages/viewpage.action?pageId=329338,opendaylight/releng-autorelease,,,https://github.com/opendaylight/releng-autorelease,Projects,All,Mirror of the OpenDaylight releng/autorelease,,2014-10-22,2026-06-29T23:07:34+00:00
RelEng/Builder,wiki.opendaylight.org,https://wiki.opendaylight.org/pages/viewpage.action?pageId=329336,opendaylight/releng-builder,,,https://github.com/opendaylight/releng-builder,Projects,All,The Release Engineering - Builder project is targeted at hosting the scripts and information needed for building up VM images and creating jobs in Jenkins as well as build pipelines.,,2014-10-22,2026-06-29T23:07:34+00:00
ReLife,github.com,https://github.com/relife-energy,,,,,Projects,All,"ReLife is an open source Python library that implements survival analysis methods, renewal theory, and socioeconomic evaluation aimed at optimizing network asset renewal policies.",Apache-2.0,2026-05-08,2026-06-29T23:07:34+00:00
Rend-o-matic,rend-o-matic.github.io,https://rend-o-matic.github.io/,Rend-o-matic/Rend-o-matic,,,https://github.com/Rend-o-matic/Rend-o-matic,Projects,All,"Rend-o-matic enables music groups to create a video wall recording of a piece of music, where all of the individual submissions are captured separately on the performers' phone, tablet or laptop.",MIT,2021-03-11,2026-06-29T23:07:34+00:00
REST API Specification,github.com,https://github.com/symphonyoss/symphony-api-spec,symphonyoss/symphony-api-spec,,,https://github.com/symphonyoss/symphony-api-spec,Projects,All,Swagger definitions for Symphony LLC public REST API,,2020-06-30,2026-06-29T23:07:34+00:00
RethinkDB,rethinkdb.com,https://rethinkdb.com/,rethinkdb/rethinkdb,,,https://github.com/rethinkdb/rethinkdb,Projects,All,The open-source database for the realtime web.,,2016-02-06,2026-06-29T23:07:34+00:00
Rez,rez-project.io,https://rez-project.io/,AcademySoftwareFoundation/rez,,,https://github.com/AcademySoftwareFoundation/rez,Projects,All,"Rez is a cross-platform package manager. Using Rez you can create runtimes
configured for a given set of packages.",Apache-2.0,2022-03-08,2026-06-29T23:07:34+00:00
RISC-V International,riscv.org,https://riscv.org/,riscv/riscv-isa-manual,,,https://github.com/riscv/riscv-isa-manual,Projects,All,"RISC-V is a free and open ISA enabling a new era of processor innovation through open standard collaboration. Born in academia and research, RISC-V ISA delivers a new level of free, extensible softwar",,2020-01-30,2026-06-29T23:07:34+00:00
RISE Project,riseproject.dev,https://riseproject.dev/,,,,,Projects,All,"The purpose of the RISE Project is to raise, budget, and spend funds in support of the broader RISC-V software ecosystem, including but not limited to implementing draft or final standards adopted or ",TBD / NA,2023-04-07,2026-06-29T23:07:34+00:00
Risk Working Group,chaoss.community,https://chaoss.community/,chaoss/wg-risk,,,https://github.com/chaoss/wg-risk,Projects,All,"Risk is a new group, focused on metrics for issues pertaining to Risk in open source.",,2017-09-13,2026-06-29T23:07:34+00:00
Rongotai Model Train Club (RMTC),rmtc.ai,https://rmtc.ai/,AcademySoftwareFoundation/rmtc,,,https://github.com/AcademySoftwareFoundation/rmtc,Projects,All,RMTC is a VFX-specific framework for simplifying the production and deployment of AI/ML models using well-tracked and rights-cleared datasets.,Apache-2.0,2025-07-30,2026-06-29T23:07:34+00:00
Rook,rook.io,https://rook.io/,rook/rook,,,https://github.com/rook/rook,Projects,All,"Rook turns distributed storage systems into self-managing, self-scaling, self-healing storage services. It automates the tasks of a storage administrator: deployment, bootstrapping, configuration, pro",Apache-2.0,2018-01-29,2026-06-29T23:07:34+00:00
RSocket,rsocket.io,https://rsocket.io/,,,,,Projects,All,"RSocket is a binary protocol for use on byte stream transports such as TCP, WebSockets, and Aeron.",,2019-09-03,2026-06-29T23:07:34+00:00
RTC-Tools,rtctools.energy,https://rtctools.energy/,rtc-tools/rtc-tools,,,https://github.com/rtc-tools/rtc-tools,Projects,All,"RTC-Tools is an open-source Python package designed to model, simulate, and optimize networks of assets such as reservoirs, generating units, pumps, renewables, and batteries. Models can be specified ",Other,2025-07-22,2026-06-29T23:07:34+00:00
RUGS (R User Groups),r-consortium.org,https://www.r-consortium.org/,,,,,Projects,All,R Consortium’s R User Group and Small Conference Support Program,Other,2017-04-01,2026-06-29T23:07:34+00:00
runc,runc.io,https://runc.io/,,,,,Projects,All,runc is a CLI tool for spawning and running containers according to the OCI specification.,,2015-06-22,2026-06-29T23:07:34+00:00
Runme Notebooks,runme.dev,https://runme.dev/,stateful/runme,,,https://github.com/stateful/runme,Projects,All,"The mission of the project is to provide a toolchain that turns Markdown into interactive, cloud-native, runnable Notebook experiences for DevOps.",Apache-2.0,2025-02-21,2026-06-29T23:07:34+00:00
runtime-spec,opencontainers.org,https://opencontainers.org/,opencontainers/runtime-spec,,,https://github.com/opencontainers/runtime-spec,Projects,All,The Runtime Specification outlines how to run a “filesystem bundle” that is unpacked on disk.,,2016-10-05,2026-06-29T23:07:34+00:00
Ryoma,project-aita.com,https://www.project-aita.com/,project-ryoma/ryoma,,,https://github.com/project-ryoma/ryoma,Projects,All,The mission of the Project is to build a general LLM agentic framework designed for data analysis.,Apache-2.0,2024-08-12,2026-06-29T23:07:34+00:00
Salus,project-salus.org,https://project-salus.org/,,,,,Projects,All,The mission of the project is to enable and enforce safe and secure AI adoption.,MIT,2025-03-19,2026-06-29T23:07:34+00:00
SampleVNF,wiki.anuket.io,https://wiki.anuket.io/x/7gcB,,,,,Projects,All,This project provides a placeholder for various sample VNF (Virtual Network Function) development which includes example reference architecture and optimization methods related to VNF/Network service ,,2017-03-09,2026-06-29T23:07:34+00:00
SBOMit,sbomit.dev,https://sbomit.dev/,,,,,Projects,All,The mission of SBOMit is to develop a specification and reference implementations for software bill of materials.,,2024-01-09,2026-06-29T23:07:34+00:00
SC Decarbonisation Hub,lfenergy.org,https://lfenergy.org/projects/sc-decarbonisation-hub/,sc-decarbonization-hub/SCDHApi,,,https://github.com/sc-decarbonization-hub/SCDHApi,Projects,All,"An open source platform that provides visibility into, and enables the management of, suppliers' Scope 3 greenhouse gas emissions to help companies develop strategies and take action towards net-zero ",Apache-2.0,2024-09-26,2026-06-29T23:07:34+00:00
SchemaHero,schemahero.io,https://schemahero.io/,schemahero/schemahero,,,https://github.com/schemahero/schemahero,Projects,All,SchemaHero has 2 different components: an in-cluster Kubernetes Operator and a client side kubectl plugin that you can use to interact with the operator. The best way to get started is to install the ,Apache-2.0,2020-11-10,2026-06-29T23:07:34+00:00
Score,github.com,https://github.com/score-spec/spec,score-spec/spec,,,https://score.dev/,Projects,All,"We believe that developers shouldn’t have to fight a symphony orchestra of tech and tooling when preparing their code for its journey toward production. Instead, we advocate for a workload-centric app",Apache-2.0,2024-06-19,2026-06-29T23:07:34+00:00
Screwdriver,screwdriver.cd,https://screwdriver.cd/,,,,,Projects,All,"Screwdriver is a self-contained, pluggable service to help you build, test, and continuously deliver software using the latest containerization technologies.",,2020-02-19,2026-06-29T23:07:34+00:00
SD-JWT .NET Reference Implementation,tac.openwallet.foundation,https://tac.openwallet.foundation/projects/sd-jwt-dotnet/,openwallet-foundation-labs/sd-jwt-dotnet,,,https://github.com/openwallet-foundation-labs/sd-jwt-dotnet,Projects,All,The mission of the Project is to develop a .NET reference implementation of SD-JWT.,Apache-2.0,2024-08-15,2026-06-29T23:07:34+00:00
SD-JWT Javascript Reference Implementation,tac.openwallet.foundation,https://tac.openwallet.foundation/projects/sd-jwt-js/,openwallet-foundation-labs/sd-jwt-js,,,https://github.com/openwallet-foundation-labs/sd-jwt-js,Projects,All,The mission of the Project is to develop a JavaScript reference implementation of SD-JWT.,Apache-2.0,2024-07-30,2026-06-29T23:07:34+00:00
SD-JWT Python Reference Implementation,github.com,https://github.com/openwallet-foundation-labs/sd-jwt-python,openwallet-foundation-labs/sd-jwt-python,,,https://github.com/openwallet-foundation-labs/sd-jwt-python,Projects,All,The mission of the Project is to develop a Python reference implementation of SD-JWT.,Apache-2.0,2024-08-15,2026-06-29T23:07:34+00:00
SD-JWT Rust Reference Implementation,tac.openwallet.foundation,https://tac.openwallet.foundation/projects/sd-jwt-rust/,openwallet-foundation-labs/sd-jwt-rust,,,https://github.com/openwallet-foundation-labs/sd-jwt-rust,Projects,All,The mission of the Project is to develop a Rust reference implementation of SD-JWT.,Apache-2.0,2024-07-26,2026-06-29T23:07:34+00:00
SEAPATH,lfenergy.org,https://www.lfenergy.org/projects/seapath/,seapath/TSC,,,https://github.com/seapath/TSC,Projects,All,"High availability real-time hypervisor for hosting digital substation virtualized protection and control applications (vPAC)
",Apache-2.0,2021-01-07,2026-06-29T23:07:34+00:00
Secure Data Storage Working Group,identity.foundation,https://identity.foundation/,decentralized-identity/secure-data-store,,,https://github.com/decentralized-identity/secure-data-store,Projects,All,DIF is an engineering-driven organization focused on developing the foundational elements necessary to establish an open ecosystem for decentralized identity and ensure interop between all participant,,2017-05-27,2026-06-29T23:07:34+00:00
Secure Open Source Rewards,sos.dev,https://sos.dev/,,,,,Projects,All,The Secure Open Source Rewards pilot program financially rewards developers for enhancing the security of critical open source projects that we all depend on. The pilot program is run by the Linux Fou,,2021-10-01,2026-06-29T23:07:34+00:00
Security Reference Data,github.com,https://github.com/finos/secref-data,finos/secref-data,,,https://github.com/finos/secref-data,Projects,All,Security Reference Data project,,2020-06-30,2026-06-29T23:07:34+00:00
Security Working Group (WG),wiki.linuxfoundation.org,https://wiki.linuxfoundation.org/civilinfrastructureplatform/cip-sw-updates,,,,,Projects,All,"The CIP Software Updates workgroup provides a robust software update mechanism suitable to the industrial-grade open source base layer. These are the goals of the workgroup:

- Design the architecture",,2017-01-01,2026-06-29T23:07:34+00:00
seL4 Foundation,sel4.systems,https://sel4.systems/,seL4/seL4,,,https://github.com/seL4/seL4,Projects,All,"seL4 is a high-assurance, high-performance operating system microkernel.",,2020-04-02,2026-06-29T23:07:34+00:00
sel4 Project,sel4.systems,https://sel4.systems/,,,,,Projects,All,"seL4 is a high-assurance, high-performance operating system microkernel. It is unique because of its comprehensive formal verification, without compromising performance. It is meant to be used as a tr",,2020-04-02,2026-06-29T23:07:34+00:00
Serverless Devs,serverless-devs.com,https://www.serverless-devs.com/index_en.html,Serverless-Devs/Serverless-Devs,,,https://github.com/Serverless-Devs/Serverless-Devs,Projects,All,"Serverless Devs is a cloud-native, open source serverless application full life cycle management tool.",,2022-09-13,2026-06-29T23:07:34+00:00
Serverless Workflow Specification,serverlessworkflow.io,https://serverlessworkflow.io/,serverlessworkflow/specification,,,https://github.com/serverlessworkflow/specification,Projects,All,"CNCF Serverless Workflow defines a vendor-neutral, open-source, and fully community-driven ecosystem for defining and running DSL-based workflows that target the Serverless technology domain.",Apache-2.0,2020-07-14,2026-06-29T23:07:34+00:00
Service Design & Creation (SDC),wiki.onap.org,https://wiki.onap.org/x/T5lk,,,,,Projects,All,"ONAP SDC is the ONAP visual modeling and design tool. It creates internal metadata that describes assets used by all ONAP components, both at design time and run time.",,2017-06-08,2026-06-29T23:07:34+00:00
Service Mesh Performance,smp-spec.io,https://smp-spec.io/,service-mesh-performance/service-mesh-performance,,,https://github.com/service-mesh-performance/service-mesh-performance,Projects,All,"Measuring and indexing the performance, overhead, and value of the world's service mesh deployments.",,2021-06-22,2026-06-29T23:07:34+00:00
Service Orchestrator (SO),wiki.onap.org,https://wiki.onap.org/x/b5lk,,,,,Projects,All,"ONAP orchestration arranges, sequences, and implements tasks based on rules and policies to coordinate the creation, modification, or removal of logical and physical resources in the managed environme",,2017-06-09,2026-06-29T23:07:34+00:00
Service Utils,wiki.opendaylight.org,https://wiki.opendaylight.org/display/ODL/ServiceUtils,,,,,Projects,All,ServiceUtils is an infrastructure project for OpenDaylight aimed at providing utilities that will assist in Operation and Maintenance of different services provided by OpenDaylight. A service is a fun,,2018-06-14,2026-06-29T23:07:34+00:00
Servo Project,servo.org,https://servo.org/,,,,,Projects,All,"The mission of the Project is to provide an independent, modular, embeddable web engine, which allows developers to deliver content and applications using web standards.

NOTE:  Servo Project was orig",Other,2020-09-15,2026-06-29T23:07:34+00:00
set-simulator-location,mobilenativefoundation.org,https://mobilenativefoundation.org/,MobileNativeFoundation/set-simulator-location,,,https://github.com/MobileNativeFoundation/set-simulator-location,Projects,All,Set-simulator-location simple CLI for easily setting the location of the currently running iOS Simulator.,,2021-02-26,2026-06-29T23:07:34+00:00
Shapeshifter,shapeshifter.energy,https://shapeshifter.energy/,shapeshifter/shapeshifter-library-java,,,https://github.com/shapeshifter/shapeshifter-library-java,Projects,All,"Open source protocol that standardizes market communication for energy flexibility, enabling aggregators and grid operators to forecast, offer, order, and settle flexibility to manage grid congestion
",Apache-2.0,2021-10-04,2026-06-29T23:07:34+00:00
Shipwright,shipwright.io,https://shipwright.io/,shipwright-io/build,,,https://github.com/shipwright-io/build,Projects,All,Shipwright: A framework for building container images on Kubernetes,Apache-2.0,2021-08-03,2026-06-29T23:07:34+00:00
Sidetree Development & Operating Group,identity.foundation,https://identity.foundation/,decentralized-identity/sidetree,,,https://github.com/decentralized-identity/sidetree,Projects,All,"The development and maintenance of the formal Sidetree specification, and a hub of coordination for Sidetree-based DID Method node operators.",,2019-12-06,2026-06-29T23:07:34+00:00
sigstore,sigstore.dev,https://sigstore.dev/,sigstore/cosign,,,https://github.com/sigstore/cosign,Projects,All,sigstore empowers software maintainers to easily sign software artifacts and store those artifacts into a production grade public transparency log.,,2021-03-08,2026-06-29T23:07:34+00:00
sigstore Bootstrap Phase,sigstore.dev,https://sigstore.dev/,,,,,Projects,All,,,2021-11-04,2026-06-29T23:07:34+00:00
SlimFaaS,github.com,https://github.com/AxaFrance/SlimFaas,AxaFrance/SlimFaas,,,https://github.com/AxaFrance/SlimFaas,Projects,All,The mission of the project is to provide the slimmest and simplest Functions-as-a-Service environment.,Apache-2.0,2025-02-21,2026-06-29T23:07:34+00:00
SlimToolkit,slimtoolkit.org,http://slimtoolkit.org/,slimtoolkit/slim,,,https://github.com/slimtoolkit/slim,Projects,All,"SlimToolkit (aka DockerSlim) provides a way to inspect, optimize/slim and debug containers

SlimToolkit/Slim is best know for its ability to minify container images. It was created during a global Doc",Apache-2.0,2023-05-17,2026-06-29T23:07:34+00:00
SLSA,slsa.dev,https://slsa.dev/,slsa-framework/slsa,,,https://github.com/slsa-framework/slsa,Projects,All,"Supply-chain Levels for Software Artifacts (""SLSA"", pronounced ""salsa"") is a security framework from source to service, giving anyone working with software a common language for increasing levels of s",,2022-06-23,2026-06-29T23:07:34+00:00
Smart HEMS Benchmark,github.com,https://github.com/ecoflow-ai/hems-benchmark,ecoflow-ai/hems-benchmark,,,https://github.com/ecoflow-ai/hems-benchmark,Projects,All,This project aims to address the critical gap of standardized benchmarking scenarios in the rapid growth of residential Distributed Energy Resources (DERs). Through establishing a comprehensive open-s,Apache-2.0,2026-05-14,2026-06-29T23:07:34+00:00
Smoot,github.com,https://github.com/LFDT-Smoot,LFDT-Smoot/bridge,,,https://github.com/LFDT-Smoot/bridge,Projects,All,"The mission of the Project is to build an open source bridge for both homogeneous and heterogeneous chain-to-chain interactions, compliant with the Enterprise Ethereum Alliance (EEA)’s DLT Interoperab",Apache-2.0,2025-04-17,2026-06-29T23:07:34+00:00
SOAJS,soajs.org,https://soajs.org/,,,,,Projects,All,SOAJS provides a complete enterprise open source microservice management platform.,,2020-12-14,2026-06-29T23:07:34+00:00
SODA Anomaly Detection,sodafoundation.io,https://sodafoundation.io/,sodafoundation/anomaly-detection,,,https://github.com/sodafoundation/anomaly-detection,Projects,All,"It is a reference implementation of intelligent monitoring which can utilize SODA Telemetry data, through exporters with Kafka (or similar) and a standard ML algorithm.Any machine learning algorithm b",,2020-03-30,2026-06-29T23:07:34+00:00
SODA API,sodafoundation.io,https://sodafoundation.io/,sodafoundation/api,,,https://github.com/sodafoundation/api,Projects,All,"SODA API is an open source implementation of SODA API Standards for Data and Storage Management. The effort is to provide a common unified data and storage interface to store, run any data anywhere.Th",,2020-03-30,2026-06-29T23:07:34+00:00
SODA Controller,sodafoundation.io,https://sodafoundation.io/,sodafoundation/controller,,,https://github.com/sodafoundation/controller,Projects,All,SODA Foundation is an open source project under Linux Foundation that aims to foster an ecosystem of open source data management and storage software for data autonomy. SODA Foundation offers a neutra,,2020-03-30,2026-06-29T23:07:34+00:00
SODA Dashboard,sodafoundation.io,https://sodafoundation.io/,sodafoundation/dashboard,,,https://github.com/sodafoundation/dashboard,Projects,All,SODA Foundation is an open source project under Linux Foundation that aims to foster an ecosystem of open source data management and storage software for data autonomy. SODA Foundation offers a neutra,,2020-03-30,2026-06-29T23:07:34+00:00
SODA Dock,sodafoundation.io,https://sodafoundation.io/,sodafoundation/dock,,,https://github.com/sodafoundation/dock,Projects,All,SODA Dock is a docking station for heterogeneous storage backends! This is where all the different storage vendors drivers for various storage backend models get attached.,,2020-03-30,2026-06-29T23:07:34+00:00
SODA Documentation Project,docs.sodafoundation.io,https://docs.sodafoundation.io/,sodafoundation/documentation,,,https://github.com/sodafoundation/documentation,Projects,All,Documentation for SODA Foundation and SODA Core projects. Covers code for doc site generation.,,2018-03-01,2026-06-29T23:07:34+00:00
SODA Examples,sodafoundation.io,https://sodafoundation.io/,sodafoundation/examples,,,https://github.com/sodafoundation/examples,Projects,All,"This repo contains use case prototypes, demos and sample usage etc. The demos and use cases usally consider multiple projects in SODA Project Landscape integrated, so as to showcase the integration an",,2020-03-30,2026-06-29T23:07:34+00:00
SODA Foundation,sodafoundation.io,https://sodafoundation.io/,sodafoundation/contexture,,,https://github.com/sodafoundation/contexture,Projects,All,SODA Foundation is an open source project under Linux Foundation that aims to foster an ecosystem of open source data management and storage software for data autonomy. SODA Foundation offers a neutra,,2020-06-29,2026-06-29T23:07:34+00:00
SODA Multicloud,sodafoundation.io,https://sodafoundation.io/,sodafoundation/multi-cloud,,,https://github.com/sodafoundation/multi-cloud,Projects,All,"SODA Multi-cloud project provides a cloud vendor agnostic data management for hybrid cloud, intercloud or intracloud. It provides an s3-compatible interface. It can be hosted on prem or cloud native.",,2020-03-30,2026-06-29T23:07:34+00:00
SODA NBP,sodafoundation.io,https://sodafoundation.io/,sodafoundation/nbp,,,https://github.com/sodafoundation/nbp,Projects,All,SODA nbp(North-Bound Plugin) Project focuses to extend all the industry platforms and application solutions to interface with SODA API or make the platform compliant with SODA API developing a plugin.,,2020-03-30,2026-06-29T23:07:34+00:00
SODA Orchestration,sodafoundation.io,https://sodafoundation.io/,sodafoundation/orchestration,,,https://github.com/sodafoundation/orchestration,Projects,All,"SODA Orchestration project is an open source workflow orchestration & automation framework. In a distributed environment, the business processes consist of several interconnected steps which may requi",,2020-03-30,2026-06-29T23:07:34+00:00
SODA Project,sodafoundation.io,https://sodafoundation.io/,sodafoundation/contexture,,,https://github.com/sodafoundation/contexture,Projects,All,SODA Foundation is an open source project under Linux Foundation that aims to foster an ecosystem of open source data management and storage software for data autonomy. SODA Foundation offers a neutra,,2020-03-30,2026-06-29T23:07:34+00:00
SODA QA,sodafoundation.io,https://sodafoundation.io/,sodafoundation/qa,,,https://github.com/sodafoundation/qa,Projects,All,"This repository will contain all the common quality assurance acivitities and development, such as test utils, framework, strategy, ci scripts etc...",,2020-03-30,2026-06-29T23:07:34+00:00
Software Defined Network Controller (SDNC),wiki.onap.org,https://wiki.onap.org/x/c5lk,,,,,Projects,All,"The SDNC project provides a global network controller, built on the Common Controller Framework, which manages, assigns and provisions network resources. As a ""global"" controller, the SDNC project is ",,2017-06-09,2026-06-29T23:07:34+00:00
Software Discovery Tool,openmainframeproject.org,https://www.openmainframeproject.org/projects/software-discovery-tool,openmainframeproject/software-discovery-tool,,,https://github.com/openmainframeproject/software-discovery-tool,Projects,All,The mission of the Project is to develop a library and associated software to enable developers to discover existing open source software tools.,Apache-2.0,2020-09-09,2026-06-29T23:07:34+00:00
Software Hash Identifier (SWHID),swhid.org,https://www.swhid.org/,swhid/specification,,,https://github.com/swhid/specification,Projects,All,"SWHIDs (from “SoftWare Hash IDentifiers”) are persistent, intrinsic identifiers for software source code artifacts such as source code files, source trees, commits, and other objects typically found i",Other,2023-11-27,2026-06-29T23:07:34+00:00
Software Updates Working Group (WG),wiki.linuxfoundation.org,https://wiki.linuxfoundation.org/civilinfrastructureplatform/cip-sw-updates,,,,,Projects,All,The mission of the project is to provide a robust software update mechanism suitable to the industrial-grade open source base layer.,,2017-01-01,2026-06-29T23:07:34+00:00
Software-Enabled Flash,softwareenabledflash.org,https://www.softwareenabledflash.org/,,,,https://github.com/orgs/SoftwareEnabledFlash,Projects,All,Software Enabled Flash develops open source APIs and libraries to support the implementation of software enabled flash technology.,BSD-3-Clause,2022-01-31,2026-06-29T23:07:34+00:00
SOGNO,lfenergy.org,https://www.lfenergy.org/projects/sogno/,sogno-platform/dpsim,,,https://github.com/sogno-platform/dpsim,Projects,All,"Open source, modular, microservices-based platform designed to enable next-generation Distribution Management Systems (DMS) for flexible and scalable automation of distribution grids at the edge
",Other,2021-03-11,2026-06-29T23:07:34+00:00
SONiC Foundation,sonicfoundation.dev,https://sonicfoundation.dev/,sonic-net/SONiC,,,https://github.com/sonic-net/SONiC,Projects,All,"SONiC is an open source network operating system based on Linux that runs on switches from multiple vendors and ASICs. SONiC offers a full-suite of network functionality, like BGP and RDMA, that has b",TBD / NA,2022-03-10,2026-06-29T23:07:34+00:00
SONiC Fund,sonicfoundation.dev,https://www.sonicfoundation.dev/,,,,,Projects,All,The SONiC Fund supports the SONiC Foundation.,TBD / NA,2022-04-14,2026-06-29T23:07:34+00:00
SOPS,github.com,https://github.com/mozilla/sops,mozilla/sops,,,https://github.com/mozilla/sops,Projects,All,"SOPS (Secrets OPerationS) is an editor in the form of a command-line tool and SDK designed to help manage encrypted files in a variety of structured (YAML, JSON, ENV, INI) and BINARY formats using a o",,2023-05-17,2026-06-29T23:07:34+00:00
Sound Open Firmware (SOF),sofproject.org,https://www.sofproject.org/,thesofproject/sof,,,https://github.com/thesofproject/sof,Projects,All,Sound Open Firmware is an open source audio DSP firmware and SDK that provides audio firmware infrastructure and development tools for developers who are interested in audio or signal processing on mo,,2018-03-14,2026-06-29T23:07:34+00:00
Sound Open Firmware Fund (SOF),sofproject.org,https://www.sofproject.org/,thesofproject/sof,,,https://github.com/thesofproject/sof,Projects,All,"Sound Open Firmware is an open source audio DSP firmware
and SDK that provides audio firmware infrastructure and
development tools for developers who are interested in audio
or signal processing on mo",,2018-03-14,2026-06-29T23:07:34+00:00
Spack,spack.io,https://spack.io/,,,,,Projects,All,"The mission of the Project is to:
i. Develop and support a package manager for diverse computing environments that simplifies development, integration, and deployment of all types of high
performance ",Apache-2.0,2024-03-26,2026-06-29T23:07:34+00:00
sparklyr,sparklyr.ai,https://sparklyr.ai/,sparklyr/sparklyr,,,https://github.com/sparklyr/sparklyr,Projects,All,R interface for Apache Spark.,Apache-2.0,2020-01-08,2026-06-29T23:07:34+00:00
SPDK,spdk.io,https://spdk.io/,,,,,Projects,All,"The Storage Performance Development Kit (SPDK) provides a set of tools and libraries for writing high performance, scalable, user-mode storage applications.",BSD-3-Clause,2025-04-17,2026-06-29T23:07:34+00:00
SPDM-RS,github.com,https://github.com/ccc-spdm-tools/spdm-rs,ccc-spdm-tools/spdm-rs,,,https://github.com/ccc-spdm-tools/spdm-rs,Projects,All,The mission of the Project is to enable a rust programming language based SPDM software stack for confidential computing.,Apache-2.0,2024-01-03,2026-06-29T23:07:34+00:00
SPDX,spdx.dev,https://spdx.dev/,spdx/spdx-3-model,,,https://github.com/spdx/spdx-3-model,Projects,All,"Software Package Data Exchange® (SPDX®) is an open standard for communicating software bill of material information (including components, licenses, copyrights, and security references).  SPDX reduces",,2010-08-10,2026-06-29T23:07:34+00:00
