"package","ecosystem","value_class","github_repo","canonical_git_url","gh_mirror","confidence","self_confidence_raw","verified","agreement","n_runs","dissent","tier","source","reasoning","review_note","checked_at","model"
"python-json-logger","pypi","C","madzak/python-json-logger","https://github.com/madzak/python-json-logger.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Zakaria Zajac's python-json-logger.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"pytz","pypi","B","stub42/pytz","https://github.com/stub42/pytz.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Stuart Bishop's IANA TZ database wrapper.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"pywinpty","pypi","C","andfoy/pywinpty","https://github.com/andfoy/pywinpty.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Edgar A. Margffoy's pywinpty.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"readme-renderer","pypi","C","pypa/readme_renderer","https://github.com/pypa/readme_renderer.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","PyPA readme renderer.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"requests","pypi","A","psf/requests","https://github.com/psf/requests.git","False","0.99","0.99","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Kenneth Reitz's HTTP library; moved from kennethreitz/ to psf/.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"requests-file","pypi","C","dashea/requests-file","https://github.com/dashea/requests-file.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","David Shea's requests-file transport.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"rfc3986","pypi","C","python-hyper/rfc3986","https://github.com/python-hyper/rfc3986.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","URI Reference parser/validator.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"ruamel-yaml","pypi","C","","https://git.code.sf.net/p/ruamel-yaml/code","True","0.30","0.60","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Anthon van der Neut's YAML library, canonical on SourceForge.","git ls-remote failed; URL blanked | URL restored after retest; valid-but-slow git endpoint (Savannah/SourceForge)","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"ruamel-yaml-clib","pypi","B","","","False","0.30","0.30","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Anthon van der Neut's lib; canonical on SourceForge. LLM picked ruamel/yaml.clib but I'm not confident the ruamel org on GitHub is the canonical mirror.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"ruamel-yaml-clibz","pypi","C","","","False","0.30","0.30","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","ruamel sub-library; same canonical as ruamel-yaml.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"scramp","pypi","C","","","False","0.30","0.30","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","tlocke/scramp 404'd; canonical unclear.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"selenium","pypi","C","SeleniumHQ/selenium","https://github.com/SeleniumHQ/selenium.git","False","0.97","0.97","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Selenium browser automation.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"semver","pypi","C","python-semver/python-semver","https://github.com/python-semver/python-semver.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Python semver library.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"sortedcontainers","pypi","B","grantjenks/python-sortedcontainers","https://github.com/grantjenks/python-sortedcontainers.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Grant Jenks's sorted collections.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"sqlalchemy","pypi","B","sqlalchemy/sqlalchemy","https://github.com/sqlalchemy/sqlalchemy.git","False","0.99","0.99","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Mike Bayer's SQLAlchemy ORM.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"structlog","pypi","C","hynek/structlog","https://github.com/hynek/structlog.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Hynek Schlawack's structured logging.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"tblib","pypi","C","ionelmc/python-tblib","https://github.com/ionelmc/python-tblib.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Ionel Cristian Mărieș's traceback library.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"tensorflow","pypi","C","tensorflow/tensorflow","https://github.com/tensorflow/tensorflow.git","False","0.99","0.99","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Google TensorFlow.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"tensorflow-serving-api","pypi","C","tensorflow/serving","https://github.com/tensorflow/serving.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","TensorFlow Serving.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"thrift","pypi","C","apache/thrift","https://github.com/apache/thrift.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Apache Thrift mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"tomlkit","pypi","B","python-poetry/tomlkit","https://github.com/python-poetry/tomlkit.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Sébastien Eustace's TOML library, used by Poetry.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"torch","pypi","C","pytorch/pytorch","https://github.com/pytorch/pytorch.git","False","0.99","0.99","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","PyTorch.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"typedload","pypi","C","ltworf/typedload","https://github.com/ltworf/typedload.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Salvo ""LtWorf"" Tomaselli's typedload.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"typeguard","pypi","C","agronholm/typeguard","https://github.com/agronholm/typeguard.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Alex Grönholm's typeguard.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"types-pyyaml","pypi","C","python/typeshed","https://github.com/python/typeshed.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Type stubs in typeshed mono-repo.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"typing-inspection","pypi","B","pydantic/typing-inspection","https://github.com/pydantic/typing-inspection.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Pydantic's typing helpers.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"tzlocal","pypi","C","regebro/tzlocal","https://github.com/regebro/tzlocal.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Lennart Regebro's local-tz detection.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"uc-micro-py","pypi","C","","","False","0.30","0.30","","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","tani/uc.micro-py 404'd. Canonical unclear; left empty.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"unidecode","pypi","C","avian2/unidecode","https://github.com/avian2/unidecode.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Tomaž Šolc's Unidecode.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"uv","pypi","C","astral-sh/uv","https://github.com/astral-sh/uv.git","False","0.99","0.99","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Astral's uv package manager.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"uvloop","pypi","C","MagicStack/uvloop","https://github.com/MagicStack/uvloop.git","False","0.97","0.97","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","MagicStack's uvloop.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"webencodings","pypi","B","gsnedders/python-webencodings","https://github.com/gsnedders/python-webencodings.git","False","0.80","0.80","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Geoffrey Sneddon's encodings library. Confidence boosted from V1 0.40 to 0.80.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"widgetsnbextension","pypi","C","jupyter-widgets/ipywidgets","https://github.com/jupyter-widgets/ipywidgets.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Jupyter widgets sub-package.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"wmi","pypi","B","tjguk/wmi","https://github.com/tjguk/wmi.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","HTTP-verified. Tim Golden's Windows WMI wrapper.","","2026-04-27T15:19:29Z","claude-opus-4-7-training-knowledge+http-verify"
"xlrd","pypi","C","python-excel/xlrd","https://github.com/python-excel/xlrd.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","python-excel's xlrd.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"zope-event","pypi","C","zopefoundation/zope.event","https://github.com/zopefoundation/zope.event.git","False","0.92","0.92","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Zope Foundation's event.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"zope-interface","pypi","C","zopefoundation/zope.interface","https://github.com/zopefoundation/zope.interface.git","False","0.97","0.97","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Zope Foundation's interface.","","2026-04-27T15:53:22Z","claude-opus-4-7-training-knowledge+http-verify"
"gcc","cpp","A","gcc-mirror/gcc","https://gcc.gnu.org/git/gcc.git","True","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","GCC upstream is on Sourceware (gcc.gnu.org); gcc-mirror/gcc is the official GitHub read-only mirror.","","2026-04-27T16:55:00Z","claude-opus-4-7-manual-fill"
"gettext","cpp","A","","https://git.savannah.gnu.org/git/gettext.git","False","0.60","0.90","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","GNU gettext lives on Savannah; mlocati/gettext-iconv-windows in value-data is a Windows-build packaging fork, not canonical. No official GitHub mirror.","git ls-remote failed; URL blanked | URL restored after retest; valid-but-slow git endpoint (Savannah/SourceForge)","2026-04-27T16:55:00Z","claude-opus-4-7-manual-fill"
"linux","cpp","A","torvalds/linux","https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git","True","0.99","0.99","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Linus Torvalds' canonical Linux kernel tree on kernel.org; torvalds/linux on GitHub is his official mirror. Replaces archlinux/linux (distro fork) from value-data.","","2026-04-27T16:55:00Z","claude-opus-4-7-manual-fill"
"audit","cpp","B","linux-audit/audit-userspace","https://github.com/linux-audit/audit-userspace.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Red Hat-led Linux audit-userspace; the GitHub repo IS upstream (not a mirror).","","2026-04-27T16:55:00Z","claude-opus-4-7-manual-fill"
"ca-certificates","cpp","B","","https://salsa.debian.org/debian/ca-certificates.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Debian's ca-certificates source package on Salsa (Debian GitLab); ultimately sourced from Mozilla NSS root store. opensuse/ca-certificates in value-data is openSUSE's variant.","","2026-04-27T16:55:00Z","claude-opus-4-7-manual-fill"
"freetype","cpp","B","freetype/freetype","https://git.savannah.nongnu.org/git/freetype/freetype2.git","True","0.65","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","FreeType's canonical Git is on Savannah (savannah.nongnu.org); freetype/freetype on GitHub is the official mirror.","git ls-remote failed; URL blanked | URL restored after retest; valid-but-slow git endpoint (Savannah/SourceForge)","2026-04-27T16:55:00Z","claude-opus-4-7-manual-fill"
"libogg","cpp","B","xiph/ogg","https://gitlab.xiph.org/xiph/ogg.git","True","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Xiph.Org's libogg lives on gitlab.xiph.org; xiph/ogg on GitHub is the official mirror.","","2026-04-27T16:55:00Z","claude-opus-4-7-manual-fill"
"libselinux","cpp","B","selinuxproject/selinux","https://github.com/SELinuxProject/selinux.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","SELinuxProject/selinux on GitHub IS upstream (libselinux is a sub-component of the monorepo).","","2026-04-27T16:55:00Z","claude-opus-4-7-manual-fill"
"libwebp","cpp","B","webmproject/libwebp","https://chromium.googlesource.com/webm/libwebp.git","True","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Google's libwebp canonical repo on Chromium googlesource; webmproject/libwebp on GitHub is the official mirror.","","2026-04-27T16:55:00Z","claude-opus-4-7-manual-fill"
"ncurses","cpp","B","mirror/ncurses","","True","0.75","0.75","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Thomas Dickey maintains ncurses; canonical source is his archives at invisible-mirror.net (CVS-based, snapshot tarballs). mirror/ncurses on GitHub is a snapshot mirror. value-data's thomasdickey/ncurses-snapshots is also acceptable.","tarball archive only, no git","2026-04-27T16:55:00Z","claude-opus-4-7-manual-fill"
"pango","cpp","B","gnome/pango","https://gitlab.gnome.org/gnome/pango.git","True","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","GNOME project; canonical on gitlab.gnome.org; gnome/pango on GitHub is the official mirror.","","2026-04-27T16:55:00Z","claude-opus-4-7-manual-fill"
"perl","cpp","B","perl/perl5","https://github.com/perl/perl5.git","False","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Perl 5 moved development to GitHub in 2020; Perl/perl5 IS upstream now.","","2026-04-27T16:55:00Z","claude-opus-4-7-manual-fill"
"python","cpp","B","python/cpython","https://github.com/python/cpython.git","False","0.99","0.99","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","CPython upstream — the value-data entry 10der/homeassistant-custom_components-awtrix is bogus (random user's HA component).","","2026-04-27T16:55:00Z","claude-opus-4-7-manual-fill"
"sqlite","cpp","B","sqlite/sqlite","https://github.com/sqlite/sqlite.git","True","0.90","0.90","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","SQLite's primary VCS is Fossil at sqlite.org/cgi/src; sqlite/sqlite on GitHub is the project's official Git mirror.","","2026-04-27T16:55:00Z","claude-opus-4-7-manual-fill"
"xorgproto","cpp","B","freedesktop/xorg-xorgproto","https://gitlab.freedesktop.org/xorg/proto/xorgproto.git","True","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","X.Org protocol headers; canonical on gitlab.freedesktop.org; freedesktop/xorg-xorgproto on GitHub is the official mirror.","","2026-04-27T16:55:00Z","claude-opus-4-7-manual-fill"
"dav1d","cpp","C","videolan/dav1d","https://code.videolan.org/videolan/dav1d.git","True","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","VideoLAN's AV1 decoder; videolan/dav1d on GitHub is the official mirror of code.videolan.org/videolan/dav1d.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"librist","cpp","C","","https://code.videolan.org/rist/librist.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","VideoLAN-hosted RIST library; canonical on code.videolan.org. No first-party GitHub mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"libudfread","cpp","C","vlc-mirror/libudfread","https://code.videolan.org/videolan/libudfread.git","True","0.70","0.70","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","VideoLAN UDF reader; canonical on code.videolan.org. GitHub mirrors are unofficial; vlc-mirror is best-known.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"rtmpdump","cpp","C","k-s-v/rtmpdump","https://git.ffmpeg.org/rtmpdump.git","True","0.60","0.60","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","RTMP dump utility; canonical on git.ffmpeg.org. K-S-V/rtmpdump is one of the best-known GitHub mirrors (others exist).","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"x264","cpp","C","mirror/x264","https://code.videolan.org/videolan/x264.git","True","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","VideoLAN H.264 encoder; canonical on code.videolan.org. mirror/x264 on GitHub is the long-standing community mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"x265","cpp","C","videolan/x265","https://bitbucket.org/multicoreware/x265_git.git","True","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","MulticoreWare HEVC encoder; canonical on Bitbucket. videolan/x265 on GitHub is the official VideoLAN-maintained mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"opus","cpp","C","xiph/opus","https://gitlab.xiph.org/xiph/opus.git","True","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Xiph.Org Opus codec; canonical on gitlab.xiph.org; xiph/opus on GitHub is the official mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"speex","cpp","C","xiph/speex","https://gitlab.xiph.org/xiph/speex.git","True","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Xiph.Org Speex codec; canonical on gitlab.xiph.org; xiph/speex on GitHub is the official mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"libtheora","cpp","C","xiph/theora","https://gitlab.xiph.org/xiph/theora.git","True","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Xiph.Org Theora codec; canonical on gitlab.xiph.org; xiph/theora on GitHub is the official mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"wayland","cpp","C","","https://gitlab.freedesktop.org/wayland/wayland.git","False","0.90","0.90","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","freedesktop.org Wayland display server; canonical on gitlab.freedesktop.org. No first-party GitHub mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"gstreamer","cpp","C","gstreamer/gstreamer","https://gitlab.freedesktop.org/gstreamer/gstreamer.git","True","0.95","0.95","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","GStreamer monorepo; canonical on gitlab.freedesktop.org; GStreamer/gstreamer on GitHub is the official read-only mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"libdrm","cpp","C","","https://gitlab.freedesktop.org/mesa/drm.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Mesa-hosted DRM userspace library; canonical on gitlab.freedesktop.org. No canonical GitHub mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"libglvnd","cpp","C","nvidia/libglvnd","https://gitlab.freedesktop.org/glvnd/libglvnd.git","True","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","GLVND OpenGL Vendor-Neutral Dispatch; canonical on gitlab.freedesktop.org. NVIDIA/libglvnd is NVIDIA's mirror (libglvnd was created by NVIDIA).","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"librsvg","cpp","C","gnome/librsvg","https://gitlab.gnome.org/gnome/librsvg.git","True","0.90","0.90","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","GNOME SVG renderer; canonical on gitlab.gnome.org. GNOME/librsvg on GitHub is the official mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"libxslt","cpp","C","gnome/libxslt","https://gitlab.gnome.org/gnome/libxslt.git","True","0.90","0.90","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","GNOME XSLT processor (Daniel Veillard's); canonical on gitlab.gnome.org. GNOME/libxslt on GitHub is the official mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"poppler","cpp","C","freedesktop/poppler","https://gitlab.freedesktop.org/poppler/poppler.git","True","0.70","0.70","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","freedesktop PDF rendering library; canonical on gitlab.freedesktop.org. Mirrors exist on GitHub but no single canonical one.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"shared-mime-info","cpp","C","","https://gitlab.freedesktop.org/xdg/shared-mime-info.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","freedesktop XDG MIME types database; canonical on gitlab.freedesktop.org. No canonical GitHub mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"kcoreaddons","cpp","C","kde/kcoreaddons","https://invent.kde.org/frameworks/kcoreaddons.git","True","0.90","0.90","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","KDE Frameworks core add-ons; canonical on invent.kde.org; KDE/kcoreaddons on GitHub is the official mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"dash-shell","cpp","C","","https://git.kernel.org/pub/scm/utils/dash/dash.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Debian Almquist shell; canonical on git.kernel.org. No canonical GitHub mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"keyutils","cpp","C","","https://git.kernel.org/pub/scm/linux/kernel/git/dhowells/keyutils.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","David Howells's kernel keyring userspace; canonical on git.kernel.org. No canonical GitHub mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"klibc","cpp","C","","https://git.kernel.org/pub/scm/libs/klibc/klibc.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","H. Peter Anvin's minimal C library for kernel-init; canonical on git.kernel.org. No canonical GitHub mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"console-setup","cpp","C","","https://salsa.debian.org/installer-team/console-setup.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Debian installer console-setup; canonical on Salsa. Debian-only package.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"debianutils","cpp","C","","https://salsa.debian.org/debian/debianutils.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Debian-specific basic utilities; canonical on Salsa.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"dpkg","cpp","C","guillemj/dpkg","https://salsa.debian.org/dpkg-team/dpkg.git","True","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Debian package manager; canonical on Salsa. Guillem Jover (lead maintainer) keeps a personal mirror at guillemj/dpkg on GitHub.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"dhcp","cpp","C","","https://gitlab.isc.org/isc-projects/dhcp.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","ISC DHCP; canonical on gitlab.isc.org. No canonical GitHub mirror (project EOL'd in 2022, replaced by Kea).","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"gnupg","cpp","C","gpg/gnupg","https://dev.gnupg.org/source/gnupg.git","True","0.60","0.80","false","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","GNU Privacy Guard; canonical on git.gnupg.org. gpg/gnupg on GitHub is a community mirror (not first-party).","HEAD 404 on canonical URL — verify manually","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"graphviz","cpp","C","ellson/graphviz","https://gitlab.com/graphviz/graphviz.git","True","0.80","0.80","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Graphviz; canonical on GitLab. ellson/graphviz on GitHub is John Ellson's mirror (one of the maintainers).","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"libidn","cpp","C","","https://git.savannah.gnu.org/git/libidn.git","False","0.55","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","GNU libidn; canonical on Savannah. No canonical GitHub mirror.","git ls-remote failed; URL blanked | URL restored after retest; valid-but-slow git endpoint (Savannah/SourceForge)","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"libmicrohttpd","cpp","C","","https://git.gnunet.org/libmicrohttpd.git","False","0.65","0.85","false","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","GNUnet's lightweight HTTP server library; canonical on git.gnunet.org.","HEAD 404 on canonical URL — verify manually","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"libnfnetlink","cpp","C","","https://git.netfilter.org/libnfnetlink","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Netfilter project low-level netlink lib; canonical on git.netfilter.org.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"libnftnl","cpp","C","","https://git.netfilter.org/libnftnl","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Netfilter project nftables userspace lib; canonical on git.netfilter.org.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"libssh","cpp","C","","https://git.libssh.org/projects/libssh.git","False","0.85","0.85","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","libssh project; canonical on git.libssh.org. No first-party GitHub mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"libtirpc","cpp","C","","git://git.linux-nfs.org/projects/steved/libtirpc.git","False","0.80","0.80","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Linux NFS / Sun RPC userspace library; canonical on git.linux-nfs.org. No canonical GitHub mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"lmdb","cpp","C","lmdb/lmdb","https://git.openldap.org/openldap/openldap.git","True","0.80","0.80","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","OpenLDAP's Lightning Memory-Mapped Database (sub-component of openldap repo); canonical on git.openldap.org. LMDB/lmdb on GitHub is the dedicated mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"lvm2","cpp","C","lvmteam/lvm2","https://sourceware.org/git/lvm2.git","True","0.80","0.80","true","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","LVM2 logical volume manager; canonical on sourceware.org. lvmteam/lvm2 on GitHub is the team mirror.","","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
"net-snmp","cpp","C","net-snmp/net-snmp","https://git.code.sf.net/p/net-snmp/code","True","0.75","0.95","false","claude-knowledge+http","1","","claude-guess","training data + HTTP HEAD","Net-SNMP; canonical on SourceForge git. net-snmp/net-snmp on GitHub is the official mirror.","HEAD 404 on canonical URL — verify manually","2026-04-27T17:00:00Z","claude-opus-4-7-manual-fill"
